g_m,g_T,g_r,g_q,g_sigma,g_eurocall
3.237755544,0.535298651,0.044965196,0.041631657,1.860557802,0.224344455
3.672254011,1.592727015,0.067727211,0.012712156,1.856172728,0.578037751
3.814084371,0.066997594,0.021329884,0.035309955,1.00165111,1.08E-08
1.161085926,0.336616153,0.068610377,0.016181884,1.569644344,0.3074402
0.5979526,0.444763718,0.003857361,0.034517059,1.112869696,0.469518534
1.943710474,0.630530331,0.03467866,0.023243143,0.19224204,3.67E-07
4.18500464,0.291203704,0.075677918,0.0302823,1.667490232,0.041370658
1.981851758,1.580250743,0.01150476,0.048776218,1.352758806,0.418639603
1.510125883,1.179182252,0.0782947,0.017410803,1.979879993,0.653949786
1.069376356,1.729116903,0.045796123,0.030248387,0.41207129,0.187921832
4.723621491,1.528834349,0.077468336,0.045613023,0.932027519,0.091602535
0.579372642,0.56486824,0.047280808,0.022067988,1.98691893,0.657933787
3.728627647,0.940785612,0.067714428,0.032532222,0.454356758,0.000414384
1.859151562,1.221188246,0.008667723,0.004110277,1.067297539,0.279456918
4.279472165,1.549328829,0.070785154,0.02011473,0.421838516,0.001353566
3.720739364,0.168876323,0.042211152,0.015157286,1.049192173,0.000272023
1.014633662,0.669432335,0.01347095,0.033602173,0.653519809,0.195434829
4.625866458,1.777039128,0.012222352,0.041048612,1.386268672,0.320101952
4.874399151,1.071890909,0.029997932,0.002102883,1.199880125,0.119385163
0.30373977,1.709735384,0.011942382,0.014745275,0.476835975,0.681047548
2.747294946,0.279016979,0.015728905,0.044493517,1.895311899,0.122449919
0.724588949,1.840806711,0.07451821,0.038806913,0.728844851,0.46621952
1.510125883,0.668662081,0.010474744,0.041716469,0.877782256,0.140461246
1.023044538,1.604632729,0.064162224,0.008692054,0.804083136,0.404062742
4.444697959,1.808275369,0.011252383,0.043156769,0.872291349,0.091015505
4.823042674,1.817726694,0.008925761,0.041085614,1.504297182,0.377382104
0.966389088,1.874269096,0.065347942,0.011875255,0.948388399,0.506938135
3.757155767,0.221579873,0.011942382,0.039054558,0.301331643,9.92E-23
4.663153782,1.176832946,0.070457778,0.011696101,1.638122907,0.332271528
1.050841768,0.10077035,0.065987263,0.004467846,1.405154668,0.158993505
4.835219477,0.999541272,0.052676095,0.01079007,1.856172728,0.352540386
1.10933898,1.576536814,0.006219714,0.016126307,1.454942959,0.601681776
1.441521429,1.720503434,0.052511312,0.028982962,0.186921466,0.011747023
2.845414113,1.301656012,0.020624073,0.049070159,0.221132646,7.62E-07
0.314936804,0.745071733,0.00751627,0.02509566,1.474107524,0.731216167
2.860789439,1.748245061,0.073563779,0.041852812,1.067398268,0.26580729
4.701535129,0.906049842,0.007036578,0.046602666,0.709070485,0.004352367
3.130923449,1.534496221,0.079624792,0.034263506,1.940744358,0.597853875
0.451053676,1.185393748,0.039862506,0.02181285,0.967968932,0.623207121
2.395941019,1.883315533,0.025823577,0.029368913,0.236207651,0.00047367
0.741956222,1.813861594,0.024502122,0.046911499,1.325749759,0.619630145
4.113769153,1.057026235,0.037304748,0.048323312,0.193469729,1.95E-14
0.271371654,0.300295416,0.011252383,0.024442339,0.340204418,0.722230723
0.315863629,1.382151529,0.057350269,0.02020317,0.791094199,0.701861976
0.696246666,0.540675188,0.030696743,0.043492228,0.917878157,0.393727662
0.211303876,0.632106639,0.008637806,0.027510298,1.271488178,0.78417432
4.819957323,1.665787579,0.027980854,0.049176464,0.298396506,2.52E-06
3.615797301,0.942553273,0.012683552,0.034822205,0.572275585,0.00315343
2.476727234,1.144566488,0.005114267,0.038806913,0.091454701,3.27E-24
4.772245104,0.561048595,0.021493767,0.037453288,0.554146564,1.58E-05
4.047446266,0.484092715,0.003317594,0.004347882,1.907501869,0.173882993
3.374135065,0.112680576,0.07489386,0.018633827,1.88746796,0.012010038
3.239996281,1.747249219,0.063029471,0.002113058,0.620496218,0.059469775
4.376723674,0.619653181,0.044221294,0.021177569,0.08813482,4.70E-101
1.781135206,0.790031203,0.044669376,0.034282633,1.25344485,0.25907783
2.674560728,1.077836921,0.027520185,0.008884842,1.044698604,0.1631607
3.956780833,1.444110369,0.074466626,0.018699608,1.677417277,0.449818183
2.402879289,1.140576642,0.060418757,0.040508376,1.277030308,0.284632325
3.064421761,1.883315533,0.05692272,0.015358441,0.375984464,0.006637997
2.717474672,0.467309271,0.029969996,0.025473264,1.478963769,0.129719508
1.017010003,1.315168089,0.018067184,0.04236725,0.670092633,0.26695352
4.932582019,1.580250743,0.062109708,0.021558817,1.391911476,0.304031527
1.023044538,0.552182508,0.032055112,0.019467251,1.785569872,0.483695086
3.981186962,1.495596517,0.066213233,0.030097013,1.693373112,0.455775474
2.683492141,1.013340673,0.076293009,0.000603524,1.658953962,0.405580262
1.309163243,1.948494829,0.033693974,0.011875255,0.894015746,0.397789559
1.920360549,1.518159334,0.000924694,0.01361194,1.355033546,0.446501469
2.34072531,1.702662615,0.022807385,0.014248594,0.810831649,0.176826011
1.086936064,0.034148446,0.005114267,0.027406757,1.492906354,0.075819398
1.428059379,0.399431599,0.076531143,0.030410446,0.90759439,0.112697644
1.119334323,0.798055565,0.054367095,0.029432093,0.572066837,0.162394279
0.624264793,0.47017933,0.048320931,0.030097013,1.25344485,0.490320001
3.197562457,0.813631143,0.060618767,0.017921456,0.835546261,0.036660934
0.886133949,1.575188591,0.050237206,0.015697948,1.986343483,0.785869155
3.757155767,1.261421545,0.059054712,0.043186758,0.840647743,0.060688874
0.456059117,0.706042804,0.043633824,0.037324852,1.160069388,0.602214371
0.635784391,1.745516409,0.06161063,0.03057615,1.916944726,0.798723898
4.24185826,1.798847235,0.041427871,0.025523977,1.041135732,0.188200434
4.932582019,1.549402194,0.022807385,0.03147626,0.789720509,0.040738769
0.647315811,0.09077614,0.043372522,0.039742399,0.871717801,0.35586913
3.363720154,1.994575251,0.035481061,0.047484136,0.306323222,0.000445834
1.828976881,0.984034919,0.028442368,0.013210526,0.871089829,0.160253103
3.211664594,1.17357632,0.039020868,0.04662096,0.57268053,0.011404982
1.609275655,1.806109167,0.022506097,0.031512764,1.890243453,0.70094876
0.757579116,0.488923447,0.032403129,0.040468855,0.335302737,0.246702918
0.696246666,0.095328699,0.00333656,0.009584668,0.660380237,0.305649977
0.476693742,0.669200173,0.069025761,0.025473264,1.807670144,0.692840016
2.150176227,0.858481319,0.059792434,0.02181285,1.615504195,0.370638023
2.735839704,0.091494089,0.071728461,0.038766839,0.972639425,3.99E-05
3.112748051,0.095808026,0.019901384,0.016780224,1.480312293,0.00169613
1.750114292,1.855430371,0.016815851,0.021086662,0.259644085,0.010259175
0.665915764,1.22794156,0.012683552,0.04338402,1.181387878,0.550107539
0.456059117,1.930395538,0.015728905,0.024442339,0.102075675,0.511492549
4.46274493,0.523597755,0.005778311,0.007631492,1.116180531,0.019919844
4.367561573,0.984789275,0.0317485,0.018649257,0.949874354,0.046272896
0.730860435,1.437007895,0.027581949,0.000586141,1.928384628,0.792973282
4.799573645,0.704015964,0.076922923,0.025162484,1.801736341,0.216697663
2.515495207,1.808275369,0.001141066,0.036487853,1.289545156,0.388239999
4.956986069,1.444110369,0.074050792,0.021185066,0.093448967,4.79E-44
3.344309539,0.898481305,0.010000467,0.038944688,0.452588483,0.00044452
4.482636052,0.51486821,0.018949886,0.011766353,0.666920873,0.000237347
1.315094948,0.74268806,0.022729554,0.0074405,0.596322791,0.111423267
3.407411112,1.48863272,0.016236832,0.02745574,0.091979582,1.51E-30
3.756794021,1.893247407,0.045280081,0.011749782,0.13062578,5.35E-14
0.779129366,0.433647216,0.043104743,0.029815257,1.38971564,0.431267707
1.51623628,1.705255603,0.068487347,0.017466319,0.210327189,0.017568713
4.599278528,0.663618155,0.059973684,0.008646795,1.575496881,0.142198714
3.248299392,1.714423317,0.058310451,0.034741084,0.144700091,4.76E-11
0.256233367,1.260439823,0.03468428,0.015441794,1.693373112,0.833968818
0.451053676,1.965629322,0.004818248,0.002347163,0.192657917,0.5486721
4.580710592,1.222781223,0.004436263,0.047051033,1.856172728,0.402483617
1.078719749,0.366423396,0.029997932,0.00443254,0.151470488,0.012966189
3.575267917,1.341199101,0.027741672,0.02960704,0.947103868,0.109078257
1.023924478,0.111014805,0.000930423,0.033838586,1.390942199,0.171616886
1.64082932,1.574406087,0.051702127,0.045725452,0.463521557,0.075969591
1.474621097,0.513072139,0.068610377,0.024611121,0.660066369,0.069419384
3.715442759,1.93700629,0.006494755,0.010127289,0.936196478,0.175743985
1.55903479,1.04135565,0.038062345,0.037922946,1.044938989,0.268830801
1.858224151,1.900205385,0.017591786,0.015504322,0.930277514,0.312038438
4.539008833,1.261421545,0.041891022,0.047840665,1.044938989,0.096523852
0.228592178,1.98219466,0.06693716,0.025540409,0.251155787,0.750446223
2.944198435,1.364378495,0.046112488,0.036972266,1.98691893,0.575533081
0.572142248,0.32488232,0.067468397,0.01556638,0.764536545,0.44917266
1.224927021,0.303119002,0.070062442,0.046780551,0.18336863,0.001092774
1.978748671,1.200805662,0.01116675,0.024499599,0.57268053,0.055944368
0.923610092,1.911571944,0.054367095,0.017410803,1.478963769,0.692549687
4.529719457,0.765631744,0.041789736,0.002598975,1.870971096,0.278643313
0.790665314,1.954856792,0.01747503,0.002081185,0.554146564,0.395781909
0.608821144,0.235251545,0.00333656,0.018903728,1.161420325,0.43225557
4.876432129,0.420127288,0.008929481,0.046177099,0.142463692,1.68E-69
0.741040181,1.874845476,0.074956885,0.035408326,0.657381175,0.441756828
1.141663846,0.973537221,0.067727211,0.033205605,1.810864331,0.590399989
3.112748051,1.739106857,0.0444453,0.00800507,0.993446755,0.226517633
3.89714024,1.096347081,0.007639835,0.006202394,0.970972338,0.076688513
4.890847461,1.412043249,0.06693716,0.008342111,1.350088317,0.258680946
1.266607402,1.702662615,0.063029471,0.027246742,0.677073978,0.272117171
4.890847461,0.509910079,0.040166865,0.009932262,0.523767,2.29E-06
1.444002721,0.923852308,0.071438999,0.036690563,0.741232235,0.163334417
2.978170793,1.677643228,0.049128741,0.014045843,0.898269611,0.176641525
2.801916343,0.901256861,0.031230314,0.002006719,0.143164816,2.20E-15
4.084445021,0.727846127,0.07788201,0.047340453,1.041135732,0.04081079
4.819957323,0.176900687,0.043791062,0.046610762,0.567887393,1.69E-12
2.178301645,0.368316707,0.075853979,0.043715694,0.06330459,1.82E-91
0.964332266,1.037059255,0.042250635,0.013447928,1.289545156,0.498465232
4.499779798,1.001610401,0.004818248,0.021166312,1.646807232,0.270407618
3.410980499,1.207225042,0.030582299,0.044703607,1.942334633,0.487186363
4.772245104,0.095808026,0.06170835,0.026821741,0.243213447,9.93E-98
0.326783788,0.964211432,0.071438999,0.025540409,1.179938849,0.717694878
3.444828,1.509498025,0.012448797,0.042180791,0.366965936,0.000517367
1.205104419,1.794329996,0.069603906,0.019168759,1.306406048,0.579646915
0.294456622,1.160810368,0.069196822,0.002515794,0.718817545,0.732696411
0.229573979,0.034672476,0.038992414,0.01832161,0.915382114,0.770101133
1.920360549,1.133932493,0.029688947,0.000783955,1.200004382,0.318310578
4.468416628,1.84254167,0.007339933,0.029395532,0.449691079,0.002266437
4.562563697,0.552182508,0.028335141,0.017944101,1.090529531,0.019361861
0.406402268,0.843850556,0.024221091,0.049983044,0.287206527,0.560537107
4.105415481,0.879830319,0.013395651,0.046528359,0.99269518,0.044562427
1.332726463,1.308863637,0.045622326,0.049933302,1.159262855,0.39194179
0.31796742,0.656573565,0.079624792,0.026031026,0.262385736,0.681282661
4.522814093,1.814465991,0.059415239,0.02020317,0.667403508,0.038421429
3.878889259,0.727846127,0.068602089,0.043617829,1.449716469,0.147119037
0.824239406,1.277382382,0.034654309,0.013322273,0.748094434,0.396619527
3.915999352,1.634093096,0.047354784,0.016181884,1.565398751,0.441319616
0.351709492,1.057026235,0.041281194,0.034774772,1.761744161,0.772334493
0.612015171,0.184550155,0.00183736,0.013603424,0.431552453,0.385872779
2.88654325,1.665787579,0.015552314,0.044422196,0.971722747,0.186280228
2.532779724,0.14369041,0.060819668,0.011659136,0.244560062,1.85E-25
2.350775965,0.703067306,0.015552314,0.009215879,1.952200971,0.403193711
1.999538881,1.965629322,0.014551493,0.031011215,0.297866215,0.009283528
2.517153388,1.008651806,0.007784567,0.03299842,1.760485497,0.420975548
0.911598965,0.330149751,0.065197286,0.002100026,1.626655923,0.396098259
0.636533238,0.284438699,0.004090768,0.041716469,0.572275585,0.360373242
4.568284517,1.975053996,0.00183736,0.023435172,0.908112342,0.123918664
0.674556717,1.732204476,0.008026527,0.023583059,1.271488178,0.641713953
2.124209207,1.082671078,0.041832074,0.00458334,1.680483495,0.47337635
0.326783788,0.652288524,0.048376503,0.003402641,0.144030511,0.681149976
2.968528088,0.704015964,0.060821152,0.0387747,1.875786388,0.325486336
2.422275942,0.330149751,0.056447681,0.032185587,1.821086795,0.166273405
0.27909357,0.442049788,0.05254388,0.033426173,0.874840102,0.714036251
0.459188021,0.73744229,0.02422961,0.031011215,1.677417277,0.682676372
4.836163114,0.491374322,0.006931229,0.028439911,1.958401348,0.157244805
4.749757252,1.424689529,0.058157644,0.047245831,0.926555108,0.074471058
4.034438678,0.749562729,0.068405438,0.003201372,0.287972123,2.83E-09
1.48225894,0.279016979,0.042368051,0.047809278,1.650406394,0.212668244
1.444109887,1.575188591,0.076704573,0.009368947,1.604151957,0.634197677
3.706225207,1.393642832,0.016074384,0.037701114,1.551312052,0.363395045
3.981299836,1.763530628,0.035745115,0.024499599,0.347394673,0.000386085
3.756794021,0.438195673,0.070785154,0.008168755,1.595726954,0.09717441
1.232965475,1.296618384,0.035896496,0.036904964,0.366965936,0.08599431
4.890847461,1.157353097,0.056218842,0.0387747,1.778384632,0.35669158
3.504616207,0.39810686,0.053485041,0.003563299,1.520170681,0.0768184
3.348359094,1.184760296,0.000540098,0.039552787,1.561486497,0.331648721
0.306300494,1.588576841,0.017894673,0.030555106,0.603006306,0.66540461
4.032858283,0.521121114,0.026623706,0.027334394,0.26306531,5.06E-15
0.674556717,1.975628709,0.006516187,0.016255294,1.168217675,0.641768585
2.044262366,0.365667505,0.044610445,0.026417795,1.439945875,0.136380538
1.121932824,1.74784778,0.066213233,0.045672269,1.156634192,0.496537677
1.785032539,1.313048077,0.009821519,0.043392003,1.201788029,0.336785872
2.683492141,1.709741377,0.066198139,0.016908347,0.233125853,0.000201249
2.596367278,1.005512174,0.034654309,0.048541369,0.799618346,0.064866357
2.150176227,1.912443799,0.039426634,0.049983044,0.926555108,0.255117494
0.459188021,1.16076411,0.059792434,0.025646478,1.365915066,0.691704809
2.757449934,0.055344714,0.066638319,0.016780224,1.923586107,0.003244157
2.476727234,1.096309648,0.061652427,0.005719205,0.341516839,0.001618269
2.168499691,1.184760296,0.063628139,0.0387747,1.799596655,0.517990318
2.081168512,0.414712814,0.041893217,0.023691133,1.569644344,0.185571925
2.585396218,0.723187181,0.027854466,0.035864672,1.378056261,0.194670416
4.035111924,1.898145692,0.032991219,0.039110254,1.252030378,0.304713387
0.730860435,1.864335623,0.047378712,0.013603424,0.583556531,0.433559676
4.499779798,0.407420613,0.057236847,0.011500902,1.69884646,0.080167768
2.390039538,1.501462132,0.033825153,0.0297372,0.097328802,4.71E-15
1.550532555,1.648702831,0.079543215,0.040149139,0.459286177,0.103726683
1.344904946,0.947787553,0.077848633,0.010631814,0.453693427,0.092011701
3.878889259,1.167014888,0.0423978,0.03377488,0.520650069,0.00285664
1.64207478,1.728961021,0.009926614,0.011127721,1.551312052,0.599747213
4.598050456,1.777039128,0.06357343,0.009846698,0.93882291,0.139263145
1.676252815,0.835114115,0.042211152,0.035187663,1.890243453,0.49500011
1.538395089,1.662442832,0.060821152,0.044382485,1.75921206,0.639695627
4.047446266,0.562218428,0.025339615,0.008150132,1.393115443,0.081014448
2.228744572,0.630530331,0.02761874,0.016415727,0.900298641,0.067744946
3.655584488,1.353037043,0.006486219,0.003588637,1.210930054,0.223592562
1.814717204,0.967196696,0.028442368,0.048130837,0.7988874,0.120813143
2.117949369,0.175414166,0.070446484,0.002102883,0.251155787,2.31E-14
4.47315509,1.498512569,0.030696743,0.001248753,1.352758806,0.2911613
2.081168512,1.662442832,0.07489386,0.022943025,0.694264313,0.154716162
1.086936064,0.21852591,0.048453436,0.032901895,1.715451053,0.282382229
0.674556717,1.535775484,0.052883697,0.039781861,1.156634192,0.584771644
4.876432129,0.603895154,0.059792434,0.03223292,1.647567181,0.127766137
2.04272651,0.171980086,0.079803286,0.022658131,1.875786388,0.104592096
4.033599763,0.14369041,0.015468916,0.032428499,1.96500677,0.016638299
2.095583974,1.296618384,0.07803028,0.049933302,1.469378678,0.422211457
2.239226792,0.652288524,0.016236832,0.028641297,1.551902242,0.258160947
0.268951287,1.109465311,0.059091628,0.019770195,1.647567181,0.812535492
2.696405475,0.525206744,0.011942382,0.034905341,1.575245614,0.174980741
4.034438678,0.930246312,0.021193976,0.030489318,1.013253248,0.059578341
3.395063175,0.273566154,0.015814737,0.019574616,1.013882453,0.003390377
4.414904478,1.898145692,0.013429307,0.049160375,0.315970067,3.77E-05
3.59905873,0.585492616,0.024558441,0.000390611,0.650310743,0.001589383
4.902436425,0.766125735,0.05417931,0.032616705,1.213811096,0.062956083
2.273052698,1.272462899,0.033377899,0.027226218,1.801736341,0.535523719
3.064524957,0.082037701,0.041891022,0.0487814,0.33669343,2.36E-33
2.877567669,0.871052839,0.057208961,0.040262547,1.958401348,0.423988799
0.665915764,0.086383923,0.075677918,0.023082956,0.625694538,0.337088559
2.448335768,1.432510648,0.039033142,0.016323064,0.598829468,0.057449952
1.962862503,1.412621108,0.066388183,0.008692054,1.778384632,0.609854263
2.687076511,1.962470405,0.034424046,0.01459153,0.915382114,0.237635525
1.442696039,1.944379337,0.051823443,0.041950091,1.092872858,0.438087199
4.195541891,0.523597755,0.029768095,0.027334394,0.470308975,1.87E-06
4.529963511,0.541718721,0.008924445,0.02334823,0.60234059,7.19E-05
4.811184545,0.086383923,0.009821519,0.038300694,1.687075782,0.000216161
2.092968411,0.82884735,0.027447173,0.041538519,1.035287436,0.150314339
3.51459485,0.804143366,0.062366329,0.003470577,0.060023778,1.70E-114
3.107615935,1.025026189,0.045018792,0.027479639,1.156634192,0.162850465
1.676252815,1.130661607,0.057260267,0.018730188,0.341516839,0.02016533
2.352795882,0.515462886,0.043372522,0.047478643,0.509044713,0.001722543
3.640452995,0.873558014,0.043791062,0.01079007,1.044994412,0.077395329
3.813632211,0.656573565,0.024608518,0.00932255,1.458117801,0.133027261
1.346207634,0.36057972,0.075734719,0.04926417,1.529075678,0.260023075
3.756794021,0.344009492,0.048376503,0.019791353,1.648615776,0.068520795
0.606137454,0.914912715,0.006516187,0.007379209,0.527805614,0.423233238
4.81710779,1.617584308,0.011043834,0.027534867,1.565398751,0.380619658
4.696400239,0.767744837,0.009926614,0.001856476,0.298396506,1.72E-10
3.91113295,1.204164251,0.022670862,0.016255294,0.398077668,0.000217374
2.900731984,0.918431043,0.017130609,0.044422196,0.449691079,0.001280404
2.345930491,1.163303041,0.022953831,0.041587598,0.142354014,2.32E-10
4.63225834,1.037059255,0.01135594,0.024590435,1.775666892,0.326698754
2.747942465,1.556787445,0.068013974,0.032591774,1.996319885,0.638067363
1.804272763,0.221579873,0.022053133,0.041984253,0.328592403,2.90E-06
1.807627331,0.704015964,0.018949886,0.008614258,0.133856355,2.59E-09
1.391766028,0.978709789,0.057208961,0.006719164,1.261924448,0.390427002
1.124432945,1.697365642,0.03340783,0.043289915,1.103275656,0.460720574
3.302751032,1.474963862,0.018425242,0.049814674,0.917878157,0.116316938
2.07579189,1.513126586,0.023800388,0.013210526,1.568674013,0.527530044
2.07579189,0.448421784,0.048320931,0.044633405,0.233125853,6.62E-08
2.558599481,1.776727722,0.031096638,0.039350183,0.209089249,3.28E-05
4.840088122,0.092445883,0.057864835,0.042605216,0.974957641,6.06E-09
2.756597959,1.84254167,0.018849155,0.015315347,1.77733058,0.624025659
4.251902297,0.858481319,0.007083124,0.009846698,1.648615776,0.239604976
4.281960925,0.1364588,0.015814737,0.028641297,0.08813482,0
1.610003042,0.125494333,0.045347256,0.033415626,1.514326559,0.068405857
0.710727355,0.879657368,0.005929758,0.034905341,0.459286177,0.310228883
3.46862413,0.822908239,0.0301433,0.045869508,1.838903224,0.322267311
1.014633662,0.889899859,0.048194402,0.032366221,0.471608602,0.170857555
3.449092587,1.80190048,0.022953831,0.023857185,0.213374651,8.01E-07
0.799874327,1.065915521,0.075998688,0.039064879,1.848310978,0.674582455
1.266607402,1.51914681,0.054972861,0.021166312,1.071654638,0.429816023
2.637827256,0.140932668,0.017341349,0.015358441,0.431552453,4.49E-11
0.674556717,0.111014805,0.063208268,0.030592957,0.686770172,0.329881736
2.437020336,0.043472491,0.047021066,0.049933302,1.390942199,0.000132383
4.835219477,0.522641135,0.001392538,0.010127289,0.191912057,6.04E-32
0.410088495,0.881599227,0.042211152,0.02075794,1.244319132,0.668946954
3.158716496,0.39810686,0.025637991,0.017867244,0.628592773,0.000382375
2.121262821,1.924116479,0.062477382,0.048577832,0.75617987,0.184298885
1.590522947,1.535775484,0.060418757,0.0305763,1.634687558,0.592352118
3.963765327,0.177873886,0.047284453,0.022481102,1.723675841,0.015570729
4.351703658,0.221579873,0.019901384,0.047697954,1.607403861,0.014304432
0.26176306,0.901256861,0.015568908,0.00467554,1.895311899,0.832791263
2.515495207,1.580250743,0.027065152,0.042952859,1.575496881,0.478945597
1.474621097,0.436956718,0.017591786,0.043490477,0.054341621,1.75E-31
3.908370061,0.092445883,0.05845562,0.00292414,0.649824236,1.70E-13
1.124430006,1.509498025,0.019658961,0.024378406,0.926555108,0.381232676
1.977751827,1.451050635,0.072715769,0.036027619,1.682165897,0.555045601
2.968528088,1.112380343,0.058439598,0.029350874,0.182861822,1.19E-09
4.568284517,0.330539242,0.040446248,0.049756544,0.728844851,2.96E-05
4.743539851,1.516851673,0.006486219,0.025162484,0.921426708,0.079560415
2.878651552,0.696300353,0.077944869,0.042221115,1.966246685,0.358470322
2.854518151,0.10077035,0.044603081,0.000937578,1.955327707,0.01924697
0.647315811,0.03741069,0.041894867,0.035946167,1.990393883,0.372093287
1.590522947,1.865229615,0.008360893,0.017105062,1.220030436,0.479637959
4.701501144,1.261421545,0.038532411,0.028260221,0.051950213,3.68E-155
1.017010003,1.817726694,0.017659637,0.019046881,0.476835975,0.236581528
0.911598965,0.523597755,0.078468929,0.043786744,1.441392064,0.421681698
3.992489953,0.513072139,0.013365824,0.024590435,0.421488162,2.45E-07
4.908491422,1.468370113,0.068628696,0.047697954,0.168808941,6.29E-16
1.831645172,1.017009922,0.068610377,0.032792835,1.827035446,0.519169615
3.367710183,1.200805662,0.05254388,0.019444136,0.801463605,0.060673146
1.46346499,1.112023352,0.013012226,0.02960704,0.273988646,0.01292919
4.749757252,0.923334319,0.007080072,0.013735098,0.421723497,1.13E-05
3.064524957,0.243207678,0.023952227,0.000372803,0.921426708,0.001804386
4.814586813,0.802095652,0.025637991,0.043715694,0.273988646,3.93E-12
4.928286468,0.873558014,0.071075173,0.007595306,0.997830489,0.03801025
4.936288181,1.281045569,0.021215439,0.031367112,1.103275656,0.109376896
4.562563697,1.616906371,0.0016671,0.042298384,1.395247955,0.293964365
2.044262366,0.771920846,0.078001745,0.002081185,1.590441607,0.35607393
2.960673899,1.57995486,0.027520185,0.036859341,0.598829468,0.03740449
2.845727694,0.669432335,0.045933188,0.033588005,0.611983769,0.005602828
3.083807518,0.133697596,0.000179954,0.008692054,0.495551478,1.20E-11
1.346207634,1.981108362,0.060971696,0.026781624,1.200521571,0.526632115
4.726337964,0.978709789,0.043136202,0.019427699,0.096244444,2.63E-60
4.882597375,0.98269393,0.053576462,0.00458334,0.800028308,0.016005041
4.840088122,1.647364072,0.071495612,0.044002012,0.513677599,0.004316014
1.999538881,1.097067425,0.05602116,0.000468123,0.18597344,4.18E-05
0.891837399,1.119961199,0.024423313,0.003312909,0.31845533,0.199194525
1.920360549,0.460939107,0.063533975,0.036295823,0.531703404,0.007379205
4.840262057,1.694580559,0.054321019,0.046097814,0.375984464,0.000182809
4.655158434,0.24546556,0.02902152,0.040187064,1.616337478,0.016717129
0.20716761,0.10077035,0.002926143,0.047809278,1.013253248,0.788087312
3.882106241,0.501072457,0.040539186,0.021466648,1.064847366,0.020443998
4.490660637,1.898145692,0.066025238,0.027643451,0.737093494,0.064859468
0.733507602,0.197249263,0.039649929,0.047553297,1.076321463,0.325462984
3.728627647,0.671514068,0.071438999,0.023082956,0.196481381,2.85E-17
4.073919864,0.717425659,0.033693974,0.033415626,0.894015746,0.017546669
4.807203499,1.4974635,0.043835272,0.047680139,1.698953384,0.406111455
0.406402268,1.634093096,0.025823577,0.014248594,0.398077668,0.591676029
0.541028519,1.200805662,0.058301621,0.043640904,1.013253248,0.570128332
1.902161585,0.440734544,0.003857361,0.003168531,1.228805134,0.131411132
1.544703636,0.040203159,0.049308272,0.006145411,1.044938989,0.001833639
4.077997315,1.75821324,0.023325407,0.029783965,0.448257264,0.003153934
1.391766028,0.579693563,0.003267089,0.009816838,0.201764611,0.000940538
3.327436135,1.393267452,0.014732098,0.022680971,0.791094199,0.070190583
4.599278528,0.898481305,0.058100263,0.032577626,1.650406394,0.239219301
3.938069205,1.745516409,0.035033149,0.026811767,0.509044713,0.009817361
0.236762238,0.578398342,0.076499115,0.015147296,1.044938989,0.769133715
2.484051123,0.718885908,0.043791062,0.040515108,1.647567181,0.290779585
3.449092587,1.207225042,0.014551493,0.014507029,0.76465381,0.044779284
2.422275942,1.252302265,0.039038694,0.023857185,0.863287024,0.136185517
3.130923449,1.449014894,0.038895326,0.003563299,0.894965772,0.137330541
0.262123848,1.173331437,0.045280081,0.01736472,1.594757072,0.814754695
3.331462152,1.787634715,0.02265804,0.025871352,1.449716469,0.42855296
1.48225894,1.157825214,0.034538444,0.013457868,0.743505291,0.191168958
4.499779798,0.889899859,0.035604208,0.029874147,1.432926957,0.161824814
0.220003352,0.552182508,0.05227527,0.032901895,1.751127446,0.799035575
3.926735083,1.096309648,0.012837684,0.029350874,0.876933581,0.047259166
3.715442759,0.579692824,0.027520185,0.037652587,1.471671791,0.112347451
4.24185826,0.387201055,0.039426634,0.03147626,1.003720109,0.004352666
4.367561573,1.777039128,0.003933039,0.012070899,1.431864531,0.377467533
2.877567669,1.692328821,0.038261029,0.014247567,0.193469729,2.45E-06
3.829954141,0.330539242,0.070256981,0.027732458,1.979879993,0.118026641
2.706027181,1.275192664,0.006486219,0.006312821,0.151470488,1.34E-10
4.298149141,1.776727722,0.022729554,0.013635865,0.421723497,0.00178396
0.608821144,1.428061073,0.057350269,0.040955676,1.28616324,0.629530651
3.211664594,1.645153574,0.007454328,0.028260221,1.577294967,0.459885404
3.694240814,0.125494333,0.059046243,0.038944688,0.744109425,3.53E-08
1.23212023,1.172252089,0.079803286,0.049814674,1.520397285,0.522071772
1.596943656,1.630026345,0.045501296,0.039505074,0.70035407,0.194316427
1.037879434,0.585492616,0.07092468,0.000783955,1.942334633,0.54322609
1.320077836,0.344009492,0.065114244,0.017331181,1.522100526,0.260927693
2.877567669,1.535839366,0.024596929,0.029432093,0.233125853,1.29E-05
1.88115584,0.197249263,0.006516187,0.023265095,0.457747025,6.77E-05
4.792876188,1.837369346,0.001611163,0.035005331,0.387491904,0.000287888
2.620326964,0.407420613,0.067974435,0.006977463,0.837554627,0.013238246
2.688086808,1.692328821,0.071386539,0.049610647,0.215327266,3.58E-05
4.623351423,0.227114499,0.035034718,0.039565103,1.414191875,0.005430099
4.900462304,1.260448872,0.060785871,0.044947172,0.315970067,7.27E-07
2.960673899,0.18302085,0.023724131,0.035187663,1.814731716,0.04611434
3.000451388,1.673121287,0.017659637,0.034603346,1.942334633,0.61736645
